"Município";"IDHM 2010";"IDHM
Renda
2010";"IDHM Longevidade 2010";"IDHM Educação 2010";"Estado"
"Jussara";0,571;0,544;0,72;0,476;"BA"
"Viçosa do Ceará";0,571;0,521;0,753;0,475;"CE"
"Caturama";0,571;0,543;0,77;0,446;"BA"
"Piatã";0,571;0,543;0,769;0,447;"BA"
"Iramaia";0,571;0,543;0,74;0,463;"BA"
"Palmeirante";0,571;0,564;0,756;0,436;"TO"
"Lizarda";0,57;0,584;0,765;0,415;"TO"
"Maracanã";0,57;0,534;0,764;0,454;"PA"
"Juazeiro do Piauí";0,57;0,522;0,753;0,47;"PI"
"Cuitegi";0,57;0,563;0,732;0,45;"PB"
"Graça";0,57;0,514;0,755;0,477;"CE"
"Graça Aranha";0,57;0,538;0,748;0,459;"MA"
"Pitimbu";0,57;0,538;0,753;0,456;"PB"
"Parambu";0,57;0,526;0,764;0,46;"CE"
"Barreirinhas";0,57;0,515;0,752;0,479;"MA"
"Santo Antônio do Retiro";0,57;0,504;0,784;0,469;"MG"
"Nova Ibiá";0,57;0,62;0,714;0,419;"BA"
"Riacho das Almas";0,57;0,586;0,757;0,418;"PE"
"São Francisco do Piauí";0,57;0,557;0,744;0,448;"PI"
"Brotas de Macaúbas";0,57;0,552;0,754;0,445;"BA"
"Vitorino Freire";0,57;0,563;0,688;0,477;"MA"
"Esperantina";0,57;0,495;0,715;0,524;"TO"
"São João";0,57;0,565;0,768;0,426;"PE"
"Lagoa de Dentro";0,57;0,539;0,772;0,444;"PB"
"Casa Nova";0,57;0,577;0,736;0,435;"BA"
"Araças";0,57;0,54;0,744;0,462;"BA"
"Serra Redonda";0,57;0,565;0,772;0,424;"PB"
"Campo Alegre";0,57;0,531;0,742;0,47;"AL"
"Senador Georgino Avelino";0,57;0,543;0,748;0,455;"RN"
"Ituaçu";0,57;0,565;0,77;0,425;"BA"
"Japaratinga";0,57;0,56;0,735;0,451;"AL"
"Novo Airão";0,57;0,551;0,776;0,434;"AM"
"Mata Roma";0,57;0,483;0,776;0,494;"MA"
"Juru";0,57;0,552;0,758;0,443;"PB"
"Rio do Fogo";0,569;0,546;0,738;0,457;"RN"
"Taipu";0,569;0,544;0,778;0,435;"RN"
"Aiuaba";0,569;0,518;0,749;0,474;"CE"
"Japi";0,569;0,528;0,726;0,48;"RN"
"Caapiranga";0,569;0,544;0,775;0,436;"AM"
"Centenário";0,569;0,571;0,7;0,461;"TO"
"Maravilha";0,569;0,539;0,742;0,46;"AL"
"Sapé";0,569;0,563;0,711;0,461;"PB"
"Guajeru";0,569;0,548;0,77;0,437;"BA"
"Jandaíra";0,569;0,561;0,709;0,462;"RN"
"Igarapé do Meio";0,569;0,53;0,687;0,506;"MA"
"Canhoba";0,569;0,553;0,722;0,462;"SE"
"Panelas";0,569;0,546;0,778;0,433;"PE"
"Governador Nunes Freire";0,569;0,54;0,722;0,472;"MA"
"São João da Ponte";0,569;0,559;0,786;0,419;"MG"
"Messias";0,568;0,557;0,714;0,46;"AL"
"Igreja Nova";0,568;0,556;0,771;0,428;"AL"
"Gonçalves Dias";0,568;0,542;0,758;0,445;"MA"
"Anadia";0,568;0,546;0,756;0,444;"AL"
"Careiro da Várzea";0,568;0,523;0,779;0,45;"AM"
"Congonhas do Norte";0,568;0,566;0,746;0,433;"MG"
"Cortês";0,568;0,541;0,707;0,478;"PE"
"Salgado de São Félix";0,568;0,531;0,77;0,448;"PB"
"General Sampaio";0,568;0,548;0,744;0,449;"CE"
"Ourém";0,568;0,575;0,727;0,438;"PA"
"Aurelino Leal";0,568;0,555;0,759;0,434;"BA"
"Riacho dos Cavalos";0,568;0,546;0,752;0,447;"PB"
"Breu Branco";0,568;0,555;0,781;0,422;"PA"
"Porto da Folha";0,568;0,537;0,739;0,462;"SE"
"Pedro Velho";0,568;0,562;0,738;0,442;"RN"
"Bananeiras";0,568;0,555;0,766;0,43;"PB"
"Caldas Brandão";0,568;0,562;0,723;0,451;"PB"
"Apicum-Açu";0,568;0,529;0,718;0,483;"MA"
"Sucupira do Riachão";0,568;0,538;0,761;0,447;"MA"
"Pureza";0,567;0,516;0,774;0,456;"RN"
"Jussari";0,567;0,577;0,699;0,451;"BA"
"Rodrigues Alves";0,567;0,518;0,736;0,477;"AC"
"Camalaú";0,567;0,549;0,77;0,431;"PB"
"Santa Rosa do Piauí";0,567;0,539;0,699;0,483;"PI"
"Boa Nova";0,567;0,535;0,753;0,453;"BA"
"Juazeirinho";0,567;0,557;0,753;0,435;"PB"
"Barra de Santana";0,567;0,526;0,747;0,465;"PB"
"Magalhães de Almeida";0,567;0,502;0,729;0,499;"MA"
"Araruna";0,567;0,549;0,758;0,439;"PB"
"Canindé de São Francisco";0,567;0,566;0,741;0,435;"SE"
"Massaranduba";0,567;0,552;0,747;0,441;"PB"
"Santa Helena de Minas";0,567;0,531;0,723;0,474;"MG"
"Euclides da Cunha";0,567;0,565;0,749;0,43;"BA"
"Casinhas";0,567;0,518;0,721;0,489;"PE"
"Nova Redenção";0,567;0,534;0,723;0,471;"BA"
"Pedra";0,567;0,55;0,743;0,445;"PE"
"São Miguel do Aleixo";0,567;0,571;0,753;0,424;"SE"
"Nova Colinas";0,566;0,502;0,749;0,481;"MA"
"Barcelona";0,566;0,564;0,726;0,442;"RN"
"Major Isidoro";0,566;0,566;0,755;0,424;"AL"
"Santo Antônio dos Lopes";0,566;0,547;0,714;0,465;"MA"
"Concórdia do Pará";0,566;0,56;0,741;0,438;"PA"
"Cubati";0,566;0,545;0,742;0,448;"PB"
"Pimenteiras";0,566;0,553;0,774;0,423;"PI"
"Teofilândia";0,566;0,571;0,737;0,431;"BA"
"Jatobá do Piauí";0,566;0,525;0,78;0,442;"PI"
"Uruoca";0,566;0,503;0,745;0,485;"CE"
"Livramento";0,566;0,523;0,732;0,473;"PB"
"Manoel Vitorino";0,566;0,538;0,741;0,456;"BA"
"Vista Serrana";0,566;0,554;0,773;0,424;"PB"
"Cristino Castro";0,566;0,586;0,713;0,434;"PI"
"Mulungu do Morro";0,566;0,517;0,753;0,466;"BA"
"Lagoa do Mato";0,566;0,525;0,726;0,475;"MA"
"São José do Jacuri";0,566;0,582;0,749;0,417;"MG"
"Calçado";0,566;0,529;0,731;0,468;"PE"
"Serra Preta";0,566;0,541;0,732;0,459;"BA"
"Taperoá";0,566;0,566;0,754;0,426;"BA"
"Prata do Piauí";0,565;0,527;0,764;0,448;"PI"
"Sambaíba";0,565;0,542;0,728;0,456;"MA"
"Senhora do Porto";0,565;0,595;0,802;0,378;"MG"
"São José do Divino";0,565;0,529;0,775;0,44;"PI"
"Buritirama";0,565;0,504;0,761;0,471;"BA"
"Boa Vista do Ramos";0,565;0,496;0,75;0,484;"AM"
"Governador Archer";0,565;0,545;0,687;0,481;"MA"
"Inhambupe";0,565;0,556;0,757;0,429;"BA"
"Camamu";0,565;0,562;0,71;0,452;"BA"
"Jardim de Angicos";0,565;0,557;0,74;0,437;"RN"
"Palmópolis";0,565;0,559;0,738;0,437;"MG"
"Canápolis";0,565;0,531;0,732;0,463;"BA"
"Olho D'Água das Flores";0,565;0,568;0,752;0,422;"AL"
"São José de Caiana";0,565;0,545;0,762;0,434;"PB"
"São José de Princesa";0,565;0,533;0,765;0,443;"PB"
"Mulungu";0,565;0,548;0,778;0,423;"PB"
"Coivaras";0,565;0,543;0,732;0,453;"PI"
"Mato Grosso";0,565;0,566;0,76;0,419;"PB"
"Feliz Deserto";0,565;0,55;0,708;0,462;"AL"
"Buriti dos Lopes";0,565;0,544;0,735;0,452;"PI"
"Cantanhede";0,565;0,497;0,774;0,468;"MA"
"Filadélfia";0,565;0,553;0,726;0,45;"BA"
"Bodocó";0,565;0,543;0,745;0,445;"PE"
"Vila Nova do Piauí";0,565;0,559;0,685;0,471;"PI"
"Peritoró";0,564;0,499;0,774;0,464;"MA"
"Gararu";0,564;0,544;0,783;0,422;"SE"
"Sítio Novo";0,564;0,509;0,774;0,456;"MA"
"Pio Ix";0,564;0,538;0,758;0,44;"PI"
"Galinhos";0,564;0,578;0,723;0,429;"RN"
"Pilõezinhos";0,564;0,532;0,802;0,421;"PB"
"Alenquer";0,564;0,529;0,779;0,436;"PA"
"Josenópolis";0,564;0,541;0,782;0,424;"MG"
"Araripe";0,564;0,515;0,759;0,459;"CE"
"Itapororoca";0,564;0,543;0,757;0,437;"PB"
"Cacimba de Dentro";0,564;0,551;0,777;0,419;"PB"
"Sítio do Mato";0,564;0,455;0,774;0,509;"BA"
"Francinópolis";0,564;0,523;0,722;0,475;"PI"
"Coelho Neto";0,564;0,544;0,728;0,454;"MA"
"Água Azul do Norte";0,564;0,563;0,797;0,399;"PA"
"Igaci";0,564;0,547;0,774;0,424;"AL"
"Baixa Grande do Ribeiro";0,564;0,537;0,751;0,446;"PI"
"Rafael Jambeiro";0,564;0,538;0,768;0,435;"BA"
"Teotônio Vilela";0,564;0,549;0,7;0,466;"AL"
"Porto Alegre do Piauí";0,563;0,539;0,732;0,452;"PI"
"Salgadinho";0,563;0,531;0,739;0,454;"PB"
"Ilha Grande";0,563;0,534;0,708;0,472;"PI"
"Vertente do Lério";0,563;0,532;0,726;0,461;"PE"
"Presidente Juscelino";0,563;0,452;0,743;0,532;"MA"
"Codajás";0,563;0,546;0,775;0,421;"AM"
"Eirunepé";0,563;0,548;0,756;0,431;"AM"
"Patos do Piauí";0,563;0,529;0,755;0,448;"PI"
"Faro";0,563;0,501;0,756;0,47;"PA"
"Heliópolis";0,563;0,547;0,748;0,437;"BA"
"Minador do Negrão";0,563;0,541;0,767;0,43;"AL"
"Almadina";0,563;0,563;0,751;0,421;"BA"
"São Miguel da Baixa Grande";0,563;0,557;0,774;0,413;"PI"
"Presidente Juscelino";0,563;0,552;0,713;0,453;"RN"
"Piçarra";0,563;0,561;0,792;0,402;"PA"
"Bom Conselho";0,563;0,585;0,704;0,433;"PE"
"Madeiro";0,563;0,472;0,772;0,489;"PI"
"Lagoa";0,563;0,533;0,747;0,448;"PB"
"Cajazeiras do Piauí";0,562;0,525;0,752;0,449;"PI"
"Brejo da Madre de Deus";0,562;0,581;0,734;0,417;"PE"
"Marcolândia";0,562;0,578;0,7;0,438;"PI"
"Matias Olímpio";0,562;0,521;0,779;0,438;"PI"
"Orizânia";0,562;0,551;0,778;0,414;"MG"
"Jundiá";0,562;0,573;0,715;0,434;"AL"
"Nazarezinho";0,562;0,528;0,747;0,449;"PB"
"Ilha das Flores";0,562;0,514;0,735;0,469;"SE"
"Ponta de Pedras";0,562;0,558;0,773;0,412;"PA"
"Malhada";0,562;0,532;0,734;0,454;"BA"
"Novo Oriente do Piauí";0,562;0,547;0,775;0,418;"PI"
"Palmeirais";0,562;0,515;0,776;0,443;"PI"
"Trairão";0,562;0,594;0,763;0,392;"PA"
"Cajueiro";0,562;0,542;0,691;0,473;"AL"
"Canudos";0,562;0,554;0,707;0,453;"BA"
"Itatira";0,562;0,514;0,747;0,463;"CE"
"Pedro Laurentino";0,562;0,479;0,746;0,496;"PI"
"Areia de Baraúnas";0,562;0,566;0,68;0,462;"PB"
"Itatuba";0,562;0,549;0,742;0,436;"PB"
"Barra de Santa Rosa";0,562;0,542;0,753;0,434;"PB"
"Itaguaçu da Bahia";0,562;0,55;0,74;0,435;"BA"
"Potengi";0,562;0,529;0,759;0,441;"CE"
"Sebastião Leal";0,562;0,516;0,736;0,467;"PI"
"Bom Lugar";0,562;0,486;0,741;0,493;"MA"
"Brejo";0,562;0,517;0,758;0,454;"MA"
"Marcionílio Souza";0,561;0,518;0,737;0,463;"BA"
"Atalaia";0,561;0,545;0,752;0,431;"AL"
"Bonito";0,561;0,559;0,754;0,42;"PE"
"Anori";0,561;0,54;0,757;0,433;"AM"
"Geminiano";0,561;0,524;0,755;0,446;"PI"
"Itaporanga D'Ajuda";0,561;0,548;0,779;0,414;"SE"
"Turiaçu";0,561;0,493;0,776;0,461;"MA"
"Poço Verde";0,561;0,563;0,751;0,417;"SE"
"Tutóia";0,561;0,543;0,722;0,451;"MA"
"América Dourada";0,561;0,506;0,751;0,464;"BA"
"João Costa";0,561;0,51;0,752;0,46;"PI"
"Cândido Mendes";0,561;0,52;0,745;0,456;"MA"
"Antônio Cardoso";0,561;0,544;0,768;0,422;"BA"
"Dirceu Arcoverde";0,561;0,563;0,718;0,436;"PI"
"Paulino Neves";0,561;0,481;0,72;0,511;"MA"
"Passagem Franca do Piauí";0,561;0,594;0,758;0,393;"PI"
"Socorro do Piauí";0,561;0,513;0,739;0,465;"PI"
"Joselândia";0,561;0,533;0,743;0,445;"MA"
"Caatiba";0,561;0,579;0,752;0,406;"BA"
"Jatobá";0,561;0,522;0,702;0,481;"MA"
"Bonito";0,561;0,552;0,685;0,467;"BA"
"Monsenhor Hipólito";0,561;0,591;0,739;0,404;"PI"
"Campo Grande do Piauí";0,56;0,545;0,721;0,446;"PI"
"Sericita";0,56;0,602;0,776;0,375;"MG"
"Eldorado dos Carajás";0,56;0,572;0,757;0,405;"PA"
"Arraial";0,56;0,514;0,761;0,449;"PI"
"Borba";0,56;0,532;0,776;0,425;"AM"
"Goianésia do Pará";0,56;0,585;0,743;0,404;"PA"
"Pilões";0,56;0,559;0,767;0,409;"PB"
"Nordestina";0,56;0,507;0,743;0,467;"BA"
"Amaturá";0,56;0,499;0,773;0,455;"AM"
"São Gonçalo do Gurguéia";0,56;0,572;0,701;0,438;"PI"
"Conde";0,56;0,551;0,705;0,451;"BA"
"Fagundes";0,56;0,543;0,749;0,432;"PB"
"Ourolândia";0,56;0,547;0,701;0,459;"BA"
"Una";0,56;0,584;0,71;0,424;"BA"
"Japoatã";0,56;0,551;0,7;0,455;"SE"
"Planalto";0,56;0,557;0,738;0,428;"BA"
"Boqueirão do Piauí";0,56;0,555;0,729;0,434;"PI"
"Presidente Tancredo Neves";0,559;0,566;0,727;0,424;"BA"
"Arataca";0,559;0,557;0,758;0,413;"BA"
"Pedra Grande";0,559;0,526;0,773;0,43;"RN"
"Olindina";0,559;0,534;0,81;0,403;"BA"
"Betânia";0,559;0,533;0,742;0,441;"PE"
"Irituia";0,559;0,536;0,763;0,427;"PA"
"Fátima";0,559;0,554;0,686;0,459;"BA"
"Quebrangulo";0,559;0,536;0,775;0,421;"AL"
"Pajeú do Piauí";0,559;0,56;0,732;0,427;"PI"
"Granja";0,559;0,495;0,778;0,453;"CE"
"Campestre";0,559;0,55;0,729;0,435;"AL"
"São João da Canabrava";0,559;0,539;0,726;0,446;"PI"
"São João da Varjota";0,559;0,536;0,708;0,46;"PI"
"Saloá";0,559;0,559;0,744;0,421;"PE"
"Gentio do Ouro";0,559;0,523;0,743;0,45;"BA"
"Alto Alegre do Pindaré";0,558;0,465;0,774;0,483;"MA"
"Bom Jesus das Selvas";0,558;0,537;0,751;0,431;"MA"
"Guaratinga";0,558;0,559;0,766;0,406;"BA"
"Borborema";0,558;0,544;0,75;0,426;"PB"
"Ibirapitanga";0,558;0,561;0,748;0,415;"BA"
"Bernardino Batista";0,558;0,526;0,716;0,462;"PB"
"Pedra Preta";0,558;0,53;0,752;0,435;"RN"
"Rio Vermelho";0,558;0,566;0,787;0,389;"MG"
"Nova Olinda do Norte";0,558;0,541;0,78;0,412;"AM"
"Morpará";0,558;0,536;0,732;0,444;"BA"
"Espírito Santo";0,558;0,549;0,748;0,423;"RN"
"Jacaraú";0,558;0,554;0,72;0,435;"PB"
"Baraúna";0,558;0,526;0,718;0,459;"PB"
"São Sebastião da Boa Vista";0,558;0,52;0,76;0,439;"PA"
"Santo Antônio do Itambé";0,558;0,537;0,794;0,408;"MG"
"Caraí";0,558;0,549;0,781;0,405;"MG"
"Palestina";0,558;0,505;0,735;0,467;"AL"
"Palmeira do Piauí";0,557;0,57;0,704;0,431;"PI"
"Barra";0,557;0,503;0,75;0,457;"BA"
"Serra Azul de Minas";0,557;0,537;0,809;0,398;"MG"
"Tobias Barreto";0,557;0,609;0,702;0,404;"SE"
"Careiro";0,557;0,515;0,779;0,431;"AM"
"Campo Alegre de Lourdes";0,557;0,516;0,778;0,43;"BA"
"Montanhas";0,557;0,553;0,7;0,447;"RN"
"Santa Cruz do Arari";0,557;0,483;0,775;0,461;"PA"
"Cansanção";0,557;0,53;0,745;0,438;"BA"
"Barra de Santo Antônio";0,557;0,552;0,732;0,428;"AL"
"Beneditinos";0,557;0,561;0,78;0,394;"PI"
"Barreiras do Piauí";0,557;0,56;0,73;0,423;"PI"
"São José dos Basílios";0,557;0,501;0,719;0,48;"MA"
"São Félix de Balsas";0,557;0,517;0,778;0,43;"MA"
"Imaculada";0,557;0,524;0,715;0,461;"PB"
"Presidente Sarney";0,557;0,486;0,752;0,472;"MA"
"Floresta Azul";0,557;0,548;0,731;0,431;"BA"
"Lago Verde";0,557;0,508;0,731;0,466;"MA"
"Flores";0,556;0,544;0,745;0,423;"PE"
"Santa Luzia";0,556;0,564;0,768;0,396;"BA"
"Buriticupu";0,556;0,533;0,708;0,455;"MA"
"São Miguel do Tapuio";0,556;0,508;0,78;0,434;"PI"
"Ninheira";0,556;0,525;0,784;0,418;"MG"
"Formosa da Serra Negra";0,556;0,485;0,774;0,459;"MA"
"Itabaianinha";0,556;0,555;0,761;0,407;"SE"
"Jaguaripe";0,556;0,552;0,763;0,407;"BA"
"São José dos Cordeiros";0,556;0,542;0,778;0,407;"PB"
"Jequiá da Praia";0,556;0,517;0,772;0,43;"AL"
"Palmeirândia";0,556;0,488;0,715;0,492;"MA"
"Gurinhém";0,556;0,544;0,728;0,435;"PB"
"Venha-Ver";0,555;0,501;0,722;0,473;"RN"
"Seridó";0,555;0,528;0,714;0,453;"PB"
"Cocal de Telha";0,555;0,55;0,78;0,399;"PI"
"São Bento do Norte";0,555;0,541;0,76;0,415;"RN"
"Curralinhos";0,555;0,512;0,762;0,438;"PI"
"Nova Soure";0,555;0,548;0,712;0,439;"BA"
"Novo Oriente de Minas";0,555;0,568;0,754;0,4;"MG"
"Pacatuba";0,555;0,514;0,731;0,454;"SE"
"Santa Quitéria do Maranhão";0,555;0,49;0,76;0,458;"MA"
"Jurema";0,555;0,511;0,767;0,435;"PI"
"Tanque D'Arca";0,555;0,531;0,748;0,43;"AL"
"Tufilândia";0,555;0,502;0,709;0,481;"MA"
"Riachão do Poço";0,555;0,537;0,748;0,426;"PB"
"Várzea Nova";0,555;0,543;0,685;0,46;"BA"
"Teolândia";0,555;0,541;0,756;0,418;"BA"
"Amarante do Maranhão";0,555;0,541;0,716;0,441;"MA"
"Andaraí";0,555;0,54;0,764;0,415;"BA"
"Caraíbas";0,555;0,57;0,739;0,405;"BA"
"Nova Santa Rita";0,554;0,52;0,77;0,425;"PI"
"Bela Vista do Maranhão";0,554;0,515;0,735;0,45;"MA"
"Alto Alegre do Maranhão";0,554;0,516;0,744;0,444;"MA"
"Joaquim Nabuco";0,554;0,561;0,676;0,449;"PE"
"Penalva";0,554;0,519;0,693;0,472;"MA"
"Tacaimbó";0,554;0,536;0,748;0,423;"PE"
"Avelino Lopes";0,554;0,532;0,722;0,442;"PI"
"Novo Aripuanã";0,554;0,532;0,759;0,421;"AM"
"São Luis do Piauí";0,554;0,52;0,757;0,433;"PI"
"Novo Triunfo";0,554;0,513;0,769;0,43;"BA"
"Oliveira dos Brejinhos";0,554;0,533;0,747;0,427;"BA"
"Monte Alegre de Sergipe";0,553;0,539;0,726;0,431;"SE"
"Francisco Macedo";0,553;0,567;0,701;0,425;"PI"
"Jiquiriçá";0,553;0,558;0,763;0,397;"BA"
"Imbé de Minas";0,553;0,572;0,744;0,397;"MG"
"Capitão Gervásio Oliveira";0,553;0,503;0,725;0,464;"PI"
"Cajapió";0,553;0,466;0,72;0,505;"MA"
"Itaquara";0,553;0,539;0,763;0,411;"BA"
"Água Preta";0,553;0,514;0,761;0,432;"PE"
"Várzea Branca";0,553;0,518;0,743;0,44;"PI"
"Cristinápolis";0,553;0,54;0,755;0,414;"SE"
"Riachão do Bacamarte";0,553;0,561;0,721;0,417;"PB"
"Lagoa de Pedras";0,553;0,529;0,734;0,436;"RN"
"São João do Tigre";0,552;0,523;0,758;0,424;"PB"
"São José do Jacuípe";0,552;0,555;0,726;0,417;"BA"
"São José do Piauí";0,552;0,569;0,7;0,423;"PI"
"Caracol";0,552;0,533;0,771;0,409;"PI"
"Cruz do Espírito Santo";0,552;0,531;0,778;0,408;"PB"
"Iguaí";0,552;0,559;0,786;0,382;"BA"
"Junco do Maranhão";0,552;0,55;0,69;0,443;"MA"
"Ibimirim";0,552;0,533;0,706;0,446;"PE"
"Quipapá";0,552;0,53;0,743;0,427;"PE"
"Itaipé";0,552;0,57;0,759;0,388;"MG"
"Cardeal da Silva";0,552;0,523;0,735;0,437;"BA"
"Xexéu";0,552;0,549;0,703;0,436;"PE"
"Placas";0,552;0,541;0,77;0,404;"PA"
"Jaramataia";0,552;0,532;0,701;0,451;"AL"
"Lagoa da Canoa";0,552;0,541;0,703;0,443;"AL"
"Bujaru";0,552;0,495;0,779;0,437;"PA"
"Apuarema";0,552;0,555;0,735;0,413;"BA"
"Tacima";0,551;0,513;0,726;0,45;"PB"
"Manoel Urbano";0,551;0,586;0,767;0,373;"AC"
"Lagoa dos Gatos";0,551;0,555;0,725;0,416;"PE"
"Porto Real do Colégio";0,551;0,513;0,758;0,431;"AL"
"Boa Vista do Tupim";0,551;0,514;0,729;0,447;"BA"
"Belém do Piauí";0,551;0,537;0,696;0,448;"PI"
"Barra do Choça";0,551;0,563;0,77;0,386;"BA"
"Tomar do Geru";0,551;0,52;0,746;0,432;"SE"
"Cajazeirinhas";0,55;0,521;0,773;0,413;"PB"
"Água Fria";0,55;0,529;0,747;0,422;"BA"
"Santa Luzia";0,55;0,525;0,7;0,452;"MA"
"Domingos Mourão";0,55;0,547;0,755;0,403;"PI"
"Ipecaetá";0,55;0,506;0,776;0,424;"BA"
"Matões";0,55;0,519;0,739;0,434;"MA"
"Cumaru do Norte";0,55;0,635;0,795;0,33;"PA"
"Maranhãozinho";0,55;0,497;0,719;0,465;"MA"
"Lagoa Alegre";0,55;0,538;0,728;0,425;"PI"
"Jandaíra";0,55;0,511;0,749;0,435;"BA"
"Jucati";0,55;0,541;0,681;0,451;"PE"
"Ipubi";0,55;0,541;0,712;0,433;"PE"
"São João do Araguaia";0,55;0,53;0,741;0,424;"PA"
"Ielmo Marinho";0,55;0,521;0,766;0,418;"RN"
"Morro do Chapéu do Piauí";0,55;0,536;0,742;0,418;"PI"
"Ipirá";0,549;0,568;0,748;0,39;"BA"
"Parazinho";0,549;0,543;0,719;0,424;"RN"
"Paulo Ramos";0,549;0,546;0,677;0,447;"MA"
"Dom Inocêncio";0,549;0,498;0,756;0,439;"PI"
"São Sebastião";0,549;0,537;0,714;0,432;"AL"
"Saúde";0,549;0,546;0,685;0,442;"BA"
"Altamira do Maranhão";0,549;0,486;0,719;0,473;"MA"
"Água Branca";0,549;0,527;0,728;0,432;"AL"
"Capoeiras";0,549;0,529;0,746;0,419;"PE"
"São Vicente Ferrer";0,549;0,558;0,715;0,414;"PE"
"Porto";0,549;0,537;0,758;0,406;"PI"
"Santa Cruz";0,549;0,522;0,722;0,438;"PE"
"Muquém de São Francisco";0,549;0,488;0,761;0,445;"BA"
"Araçagi";0,549;0,54;0,745;0,412;"PB"
"Palmeirina";0,549;0,554;0,681;0,438;"PE"
"Carauari";0,549;0,534;0,745;0,416;"AM"
"Tonantins";0,548;0,508;0,779;0,416;"AM"
"Rurópolis";0,548;0,548;0,764;0,392;"PA"
"Jacuípe";0,548;0,532;0,755;0,41;"AL"
"São Domingos";0,548;0,555;0,754;0,394;"PB"
"São Miguel de Taipu";0,548;0,516;0,721;0,443;"PB"
"Morros";0,548;0,485;0,706;0,48;"MA"
"Mari";0,548;0,553;0,692;0,429;"PB"
"Buriti";0,548;0,479;0,714;0,48;"MA"
"Juripiranga";0,548;0,544;0,677;0,448;"PB"
"Aporá";0,548;0,516;0,751;0,425;"BA"
"Anapu";0,548;0,563;0,788;0,371;"PA"
"Santa Maria do Cambucá";0,548;0,571;0,735;0,393;"PE"
"Capitão Poço";0,548;0,573;0,747;0,385;"PA"
"Aroeiras";0,548;0,537;0,745;0,411;"PB"
"Pariconha";0,548;0,526;0,754;0,416;"AL"
"Arara";0,548;0,569;0,712;0,407;"PB"
"Algodão de Jandaíra";0,548;0,532;0,749;0,413;"PB"
"Gilbués";0,548;0,574;0,753;0,38;"PI"
"Fartura do Piauí";0,548;0,506;0,738;0,441;"PI"
"Jeremoabo";0,547;0,561;0,689;0,424;"BA"
"Ouro Branco";0,547;0,538;0,7;0,434;"AL"
"Muaná";0,547;0,54;0,775;0,391;"PA"
"Moju";0,547;0,578;0,757;0,375;"PA"
"Flores do Piauí";0,547;0,525;0,704;0,443;"PI"
"Serraria";0,547;0,536;0,779;0,392;"PB"
"Igarapé-Miri";0,547;0,514;0,77;0,413;"PA"
"Nilo Peçanha";0,547;0,531;0,762;0,404;"BA"
"Brejão";0,547;0,54;0,725;0,417;"PE"
"Cajueiro da Praia";0,546;0,551;0,739;0,4;"PI"
"Lajedinho";0,546;0,522;0,753;0,413;"BA"
"Santa Brígida";0,546;0,533;0,71;0,431;"BA"
"Caém";0,546;0,535;0,701;0,434;"BA"
"Cachoeira do Arari";0,546;0,525;0,778;0,398;"PA"
"Bonito";0,546;0,531;0,77;0,398;"PA"
"Monção";0,546;0,499;0,704;0,464;"MA"
"Benedito Leite";0,546;0,531;0,719;0,426;"MA"
"Adustina";0,546;0,526;0,718;0,432;"BA"
"Doutor Ulysses";0,546;0,57;0,791;0,362;"PR"
"Santa Luzia do Pará";0,546;0,53;0,724;0,424;"PA"
"Coronel José Dias";0,546;0,518;0,725;0,433;"PI"
"Icatu";0,546;0,475;0,727;0,472;"MA"
"Bom Jesus da Serra";0,546;0,535;0,749;0,407;"BA"
"São José da Vitória";0,546;0,553;0,686;0,429;"BA"
"Nova Canaã";0,545;0,554;0,789;0,37;"BA"
"Boa Vista do Gurupi";0,545;0,515;0,681;0,461;"MA"
"Lagoa Real";0,545;0,535;0,764;0,395;"BA"
"Mirador";0,545;0,485;0,74;0,451;"MA"
"Luzilândia";0,545;0,55;0,7;0,42;"PI"
"Terezinha";0,545;0,536;0,711;0,425;"PE"
"Dona Inês";0,545;0,524;0,69;0,447;"PB"
"Batalha";0,545;0,54;0,755;0,398;"PI"
"Santa Luzia do Itanhy";0,545;0,513;0,764;0,414;"SE"
"Wall Ferraz";0,544;0,513;0,708;0,443;"PI"
"Fruta de Leite";0,544;0,548;0,792;0,37;"MG"
"Wenceslau Guimarães";0,544;0,558;0,752;0,383;"BA"
"Encruzilhada";0,544;0,533;0,754;0,4;"BA"
"Santa Maria das Barreiras";0,544;0,555;0,783;0,37;"PA"
"Campinas do Piauí";0,544;0,524;0,776;0,397;"PI"
"Campos Lindos";0,544;0,578;0,738;0,377;"TO"
"Santa Filomena";0,544;0,53;0,789;0,385;"PI"
"Governador Luiz Rocha";0,544;0,508;0,692;0,459;"MA"
"Itiúba";0,544;0,521;0,775;0,398;"BA"
"Quijingue";0,544;0,539;0,689;0,434;"BA"
"Manaíra";0,543;0,537;0,698;0,426;"PB"
"Crisópolis";0,543;0,542;0,765;0,387;"BA"
"Quatipuru";0,543;0,55;0,732;0,397;"PA"
"Itagi";0,543;0,543;0,694;0,426;"BA"
"Frei Lagonegro";0,543;0,519;0,749;0,412;"MG"
"Currais";0,542;0,49;0,743;0,438;"PI"
"Pedro Régis";0,542;0,529;0,754;0,399;"PB"
"Morro Cabeça no Tempo";0,542;0,472;0,774;0,435;"PI"
"Setubinha";0,542;0,536;0,743;0,4;"MG"
"Caetanos";0,542;0,536;0,725;0,409;"BA"
"Mãe D'Água";0,542;0,52;0,712;0,429;"PB"
